Date,Open,High,Low,Close,Adj Close,Volume
2021-07-16,141.699997,142.130005,140.949997,141.559998,140.475372,6031800
2021-07-19,141.410004,142.979996,139.770004,141.229996,140.147903,9127700
2021-07-20,140.970001,142.470001,140.779999,141.869995,140.783005,6340100
2021-07-21,142.500000,142.539993,140.710007,141.169998,140.088379,6197300
2021-07-22,141.130005,142.119995,140.800003,141.270004,140.187607,4337800
2021-07-23,141.520004,142.720001,141.009995,142.429993,141.338715,5315800
2021-07-26,142.360001,143.860001,141.460007,142.630005,141.537186,6172400
2021-07-27,143.000000,143.000000,141.960007,142.639999,141.547104,5131900
2021-07-28,142.479996,143.250000,141.660004,142.059998,140.971558,4690500
2021-07-29,142.639999,142.850006,142.020004,142.240005,141.150177,3687700
2021-07-30,141.199997,142.960007,141.199997,142.550003,141.457794,5441700
2021-08-02,142.830002,142.869995,141.669998,142.220001,141.130325,6652800
2021-08-03,142.440002,143.899994,142.360001,143.820007,142.718063,6305100
2021-08-04,143.380005,143.940002,142.740005,142.839996,141.745575,5100500
2021-08-05,144.229996,145.539993,143.990005,145.490005,144.375275,9001800
2021-08-06,146.210007,146.470001,144.949997,145.229996,144.117264,6420200
2021-08-09,145.910004,146.479996,145.399994,145.580002,144.464584,5270600
2021-08-10,146.970001,148.949997,146.250000,148.679993,147.540817,12754000
2021-08-11,149.509995,151.580002,149.160004,150.009995,148.860626,13818600
2021-08-12,149.000000,150.210007,148.809998,149.059998,148.462234,6089700
2021-08-13,149.380005,150.360001,149.160004,149.529999,148.930359,5321900
2021-08-16,149.679993,151.729996,149.039993,150.750000,150.145462,15930500
2021-08-17,150.399994,152.500000,149.100006,150.699997,150.095657,16983400
2021-08-18,150.550003,152.570007,149.020004,149.100006,148.502090,9403900
2021-08-19,148.330002,150.660004,148.000000,150.110001,149.508026,7543500
2021-08-20,150.479996,151.720001,149.750000,151.449997,150.842651,6465300
2021-08-23,151.529999,151.789993,150.410004,150.449997,149.846664,5388700
2021-08-24,150.500000,150.500000,148.699997,148.899994,148.302872,6276300
2021-08-25,148.410004,149.279999,148.029999,148.960007,148.362640,7307100
2021-08-26,147.470001,148.270004,146.669998,147.350006,146.759109,7822300
2021-08-27,147.509995,147.690002,146.179993,146.520004,145.932434,7691300
2021-08-30,146.419998,148.000000,146.020004,147.699997,147.107697,5480200
2021-08-31,147.990005,148.440002,147.240005,148.100006,147.506088,8359500
2021-09-01,147.559998,147.929993,146.570007,147.779999,147.187378,6352200
2021-09-02,148.119995,148.789993,147.690002,148.559998,147.964249,6672700
2021-09-03,148.199997,149.649994,147.899994,149.250000,148.651474,5737300
2021-09-07,148.970001,149.169998,147.059998,147.270004,146.679428,8448400
2021-09-08,146.949997,148.320007,146.729996,147.460007,146.868668,6502800
2021-09-09,147.460007,147.610001,145.839996,146.419998,145.832825,7442900
2021-09-10,147.199997,147.240005,145.429993,145.889999,145.304947,5255500
2021-09-13,146.520004,147.149994,144.639999,145.059998,144.478271,6509800
2021-09-14,145.479996,145.880005,143.919998,144.300003,143.721329,5511300
2021-09-15,144.070007,144.750000,143.789993,144.550003,143.970322,4950000
2021-09-16,144.440002,145.309998,143.690002,145.029999,144.448395,6142800
2021-09-17,144.139999,146.160004,144.020004,144.729996,144.149597,24344200
2021-09-20,143.500000,145.190002,141.619995,142.740005,142.167587,8351500
2021-09-21,142.699997,144.580002,142.669998,143.020004,142.446472,5812500
2021-09-22,143.470001,143.600006,142.289993,142.690002,142.117783,5014800
2021-09-23,143.220001,143.630005,142.449997,142.770004,142.197464,5195100
2021-09-24,142.500000,143.690002,142.490005,143.169998,142.595856,4453500
2021-09-27,142.869995,143.550003,141.839996,142.250000,141.679550,7083600
2021-09-28,141.880005,142.070007,139.990005,140.500000,139.936569,6860300
2021-09-29,140.649994,141.830002,140.320007,140.440002,139.876816,7125200
2021-09-30,140.639999,141.729996,139.250000,139.380005,138.821060,7485900
2021-10-01,139.259995,139.630005,135.919998,137.050003,136.500412,10004800
2021-10-04,137.089996,138.229996,134.710007,135.729996,135.185684,9990100
2021-10-05,135.949997,137.710007,135.899994,136.619995,136.072128,6865800
2021-10-06,136.240005,137.789993,136.130005,137.619995,137.068115,6458900
2021-10-07,138.779999,140.699997,138.759995,139.240005,138.681625,7022700
2021-10-08,139.660004,140.089996,139.009995,139.660004,139.099945,4615000
2021-10-11,139.520004,140.779999,139.440002,139.529999,138.970459,4349400
2021-10-12,139.339996,140.410004,139.070007,139.380005,138.821060,5263100
2021-10-13,139.500000,140.009995,138.130005,138.369995,137.815109,5979300
2021-10-14,138.500000,140.070007,138.500000,139.869995,139.309082,6594500
2021-10-15,140.619995,141.100006,139.960007,140.550003,139.986374,6909600
2021-10-18,140.000000,142.009995,139.830002,141.679993,141.111832,6629000
2021-10-19,144.630005,145.610001,143.660004,144.690002,144.109772,11148100
2021-10-20,144.889999,146.490005,144.889999,146.000000,145.414505,5817900
2021-10-21,146.580002,146.919998,145.809998,146.809998,146.221252,4651500
2021-10-22,147.100006,149.690002,147.100006,148.339996,147.745117,7065200
2021-10-25,148.779999,150.520004,148.009995,150.059998,149.458221,6429300
2021-10-26,150.000000,150.550003,148.460007,148.750000,148.153488,5806200
2021-10-27,148.960007,149.020004,147.389999,147.529999,146.938370,4855200
2021-10-28,148.339996,148.979996,147.710007,148.449997,147.854675,4199500
2021-10-29,147.910004,150.100006,147.559998,149.419998,148.820801,7328600
2021-11-01,149.979996,150.750000,149.350006,149.789993,149.189301,4183200
2021-11-02,149.970001,150.179993,149.279999,149.720001,149.119598,4546300
2021-11-03,149.600006,150.289993,149.029999,150.179993,149.577744,4736500
2021-11-04,150.179993,151.850006,149.830002,151.279999,150.673340,5049700
2021-11-05,152.000000,152.000000,149.619995,150.229996,149.627548,5026500
2021-11-08,150.220001,150.509995,148.729996,149.270004,148.671402,5124400
2021-11-09,149.520004,149.869995,148.869995,149.789993,149.189301,5000600
2021-11-10,148.729996,149.619995,147.979996,148.440002,147.844727,5601200
2021-11-11,148.770004,148.990005,148.190002,148.500000,147.904480,4534400
2021-11-12,149.000000,149.240005,147.539993,147.759995,147.167450,6100800
2021-11-15,148.149994,148.449997,146.399994,146.910004,146.320862,9632000
2021-11-16,145.100006,146.679993,142.300003,143.169998,142.595856,24662200
2021-11-17,143.160004,144.720001,141.820007,141.940002,141.370789,11038700
2021-11-18,142.139999,143.289993,140.860001,143.160004,142.585907,8131400
2021-11-19,143.619995,144.000000,141.940002,142.389999,141.818985,9373100
2021-11-22,142.660004,145.360001,142.000000,144.779999,144.199402,9708800
2021-11-23,144.250000,145.979996,143.250000,145.809998,145.225266,9969300
2021-11-24,145.729996,147.059998,145.639999,146.539993,145.952332,6029800
2021-11-26,146.440002,147.880005,144.419998,144.899994,144.318909,7013200
2021-11-29,145.000000,145.250000,142.229996,142.630005,142.058029,11013200
2021-11-30,141.479996,142.500000,140.009995,140.630005,140.066055,21606300
2021-12-01,140.509995,140.720001,137.039993,137.139999,136.590042,12207100
2021-12-02,137.630005,138.440002,135.240005,135.470001,134.926743,13268600
2021-12-03,135.860001,137.880005,135.289993,137.509995,136.958557,14710500
2021-12-06,137.559998,139.360001,137.100006,139.000000,138.442581,10863100
2021-12-07,139.600006,139.830002,138.089996,138.550003,137.994385,12579700
2021-12-08,138.059998,138.500000,136.009995,137.149994,136.599991,11498800
2021-12-09,136.630005,138.570007,135.710007,138.500000,138.500000,10783900
2021-12-10,138.339996,141.300003,137.570007,141.029999,141.029999,12855900
2021-12-13,140.240005,143.750000,140.009995,143.570007,143.570007,18013100
2021-12-14,143.300003,145.279999,142.149994,144.940002,144.940002,15573800
2021-12-15,145.210007,146.470001,143.399994,145.770004,145.770004,11163300
2021-12-16,145.770004,146.529999,142.889999,143.339996,143.339996,13023200
2021-12-17,142.750000,143.949997,138.389999,138.750000,138.750000,26193700
2021-12-20,138.119995,139.750000,137.600006,139.199997,139.199997,10339300
2021-12-21,138.899994,139.860001,138.009995,139.619995,139.619995,8206800
2021-12-22,139.899994,139.990005,138.529999,139.800003,139.800003,5676000
2021-12-23,139.800003,140.160004,138.850006,139.490005,139.490005,5864200
2021-12-27,139.600006,140.869995,139.570007,140.759995,140.759995,5346900
2021-12-28,140.600006,142.970001,140.600006,142.779999,142.779999,5261000
2021-12-29,142.660004,143.529999,142.320007,142.710007,142.710007,4348400
2021-12-30,143.259995,143.699997,142.479996,143.169998,143.169998,4983000
