Date,Open,High,Low,Close,Adj Close,Volume
2021-07-19,114.489998,114.769997,112.150002,113.449997,112.581627,2222400
2021-07-20,113.900002,116.430000,113.540001,116.160004,115.270889,1886400
2021-07-21,116.989998,117.849998,116.029999,116.769997,115.876213,1566000
2021-07-22,117.000000,120.449997,116.660004,120.260002,119.339508,1989000
2021-07-23,120.489998,123.430000,120.370003,122.790001,121.850143,2143400
2021-07-26,122.769997,123.629997,122.320000,123.449997,122.505081,1511600
2021-07-27,123.339996,125.650002,122.879997,125.480003,124.519547,2251800
2021-07-28,125.379997,125.379997,121.519997,122.610001,121.671509,1981000
2021-07-29,126.500000,130.490005,125.519997,130.309998,129.312576,2795400
2021-07-30,129.190002,132.020004,128.899994,131.389999,130.384308,2193700
2021-08-02,132.089996,133.339996,131.690002,132.389999,131.376648,1520500
2021-08-03,132.630005,133.449997,131.089996,133.419998,132.398758,1509200
2021-08-04,133.470001,134.149994,132.759995,133.520004,132.498016,1163300
2021-08-05,133.990005,134.259995,132.850006,133.639999,132.617096,1109200
2021-08-06,133.970001,134.619995,133.320007,134.029999,133.004105,1211400
2021-08-09,133.910004,133.910004,132.889999,133.199997,132.180450,950800
2021-08-10,133.270004,133.710007,132.940002,133.050003,132.031616,991500
2021-08-11,133.389999,134.800003,133.110001,134.050003,133.023956,1354700
2021-08-12,134.190002,134.190002,133.169998,133.360001,132.339233,904600
2021-08-13,133.419998,135.000000,133.059998,134.960007,133.926987,1438700
2021-08-16,134.479996,135.389999,134.070007,135.119995,134.085754,800800
2021-08-17,134.559998,135.309998,134.070007,134.919998,133.887299,769300
2021-08-18,134.839996,135.770004,134.169998,134.389999,133.361343,734800
2021-08-19,133.860001,134.550003,133.250000,133.960007,132.934647,644900
2021-08-20,133.300003,134.910004,133.130005,134.460007,133.430817,885100
2021-08-23,135.029999,135.509995,134.460007,134.899994,133.867447,948600
2021-08-24,134.839996,135.039993,133.419998,133.539993,132.517853,1079800
2021-08-25,133.160004,134.679993,133.160004,134.440002,133.410965,856200
2021-08-26,132.320007,132.320007,131.039993,131.399994,130.880997,1541800
2021-08-27,131.789993,132.729996,131.509995,131.699997,131.179810,1263000
2021-08-30,131.720001,132.410004,130.649994,130.690002,130.173813,1701400
2021-08-31,131.009995,131.750000,130.449997,131.029999,130.512466,2297300
2021-09-01,131.419998,132.610001,130.559998,131.550003,131.030411,1238800
2021-09-02,132.320007,132.580002,131.100006,131.270004,130.751526,1107800
2021-09-03,130.690002,131.500000,130.580002,130.919998,130.402893,834400
2021-09-07,131.259995,131.490005,128.789993,128.830002,128.321152,1553100
2021-09-08,129.229996,130.869995,128.690002,130.190002,129.675781,1273100
2021-09-09,130.369995,131.399994,129.190002,129.250000,128.739487,1024200
2021-09-10,130.100006,130.729996,129.369995,129.889999,129.376968,2095800
2021-09-13,130.199997,130.259995,127.760002,129.050003,128.540283,1659200
2021-09-14,129.570007,129.570007,128.539993,128.990005,128.480530,1399200
2021-09-15,128.660004,128.960007,127.250000,128.490005,127.982498,1336000
2021-09-16,128.570007,129.000000,127.029999,127.940002,127.434669,1781800
2021-09-17,127.709999,128.490005,126.779999,127.089996,126.588020,4309800
2021-09-20,125.419998,126.589996,124.000000,125.589996,125.093948,1538900
2021-09-21,126.070000,126.790001,124.739998,124.849998,124.356873,1575600
2021-09-22,125.639999,126.779999,125.330002,125.550003,125.054108,1790300
2021-09-23,125.889999,126.620003,124.839996,124.980003,124.486359,2255600
2021-09-24,125.349998,126.129997,124.870003,125.519997,125.024223,1534400
2021-09-27,125.080002,126.620003,125.080002,125.570000,125.074028,1805900
2021-09-28,125.309998,125.489998,122.120003,122.540001,122.056000,1834400
2021-09-29,122.870003,123.209999,121.680000,123.040001,122.554024,2048500
2021-09-30,123.349998,123.959999,122.120003,122.309998,121.826904,3102700
2021-10-01,123.300003,124.089996,121.879997,123.639999,123.151649,1995000
2021-10-04,123.330002,124.559998,122.830002,123.040001,122.554024,2155600
2021-10-05,123.349998,124.629997,122.410004,123.599998,123.111809,1660800
2021-10-06,122.120003,123.730003,121.209999,123.660004,123.171577,1723900
2021-10-07,124.699997,126.199997,124.489998,125.220001,124.725410,1535400
2021-10-08,125.180000,125.669998,123.339996,123.389999,122.902641,918000
2021-10-11,123.349998,123.900002,121.910004,122.000000,121.518127,1010600
2021-10-12,122.849998,123.269997,121.510002,122.360001,121.876709,1146300
2021-10-13,122.269997,123.580002,121.839996,123.519997,123.032120,1350500
2021-10-14,124.260002,125.620003,123.760002,125.050003,124.556084,1553500
2021-10-15,126.190002,126.860001,125.169998,125.209999,124.715446,1829000
2021-10-18,125.260002,126.669998,124.779999,126.449997,125.950546,1131400
2021-10-19,126.720001,127.260002,125.440002,125.709999,125.213478,1106200
2021-10-20,125.370003,127.199997,124.980003,125.879997,125.382805,1281800
2021-10-21,126.010002,126.849998,125.370003,126.779999,126.279251,1192400
2021-10-22,126.370003,127.180000,126.230003,126.570000,126.070076,994300
2021-10-25,126.739998,127.199997,125.589996,125.940002,125.442566,1343500
2021-10-26,126.099998,127.019997,125.589996,126.180000,125.681618,1537900
2021-10-27,126.309998,127.959999,125.790001,125.790001,125.293159,1427600
2021-10-28,124.389999,126.379997,123.260002,125.879997,125.382805,2238900
2021-10-29,124.440002,125.989998,123.709999,124.940002,124.446518,2303800
2021-11-01,125.540001,127.070000,125.339996,126.529999,126.030235,1239900
2021-11-02,126.629997,127.000000,124.110001,124.419998,123.928566,1296700
2021-11-03,123.919998,125.139999,123.059998,124.050003,123.560036,1486700
2021-11-04,124.349998,125.930000,124.099998,125.400002,124.904701,1146800
2021-11-05,126.589996,127.849998,125.970001,126.680000,126.179642,1187800
2021-11-08,126.430000,127.330002,125.970001,126.220001,125.721466,839600
2021-11-09,126.059998,127.339996,125.629997,126.190002,125.691582,706600
2021-11-10,125.839996,126.190002,125.360001,125.800003,125.303123,996100
2021-11-11,125.830002,125.830002,123.019997,124.419998,123.928566,1168000
2021-11-12,124.580002,125.809998,124.269997,125.220001,124.725410,813900
2021-11-15,125.900002,127.570000,125.669998,126.589996,126.089996,1033400
2021-11-16,126.459999,127.769997,126.320000,127.070000,126.568100,866400
2021-11-17,127.230003,127.839996,127.180000,127.550003,127.046211,1032200
2021-11-18,127.629997,128.000000,126.330002,127.010002,126.508347,1202500
2021-11-19,127.180000,127.410004,126.139999,126.959999,126.458534,1001200
2021-11-22,127.199997,128.869995,126.419998,126.470001,125.970474,1225500
2021-11-23,126.620003,127.010002,125.150002,126.589996,126.089996,999800
2021-11-24,125.680000,127.690002,125.309998,126.879997,126.879997,853500
2021-11-26,124.510002,124.959999,123.900002,124.199997,124.199997,1141400
2021-11-29,125.360001,126.290001,124.059998,125.250000,125.250000,1249100
2021-11-30,124.339996,124.820000,122.379997,122.839996,122.839996,3374000
2021-12-01,124.370003,126.849998,123.089996,123.220001,123.220001,1939500
2021-12-02,123.970001,127.699997,123.889999,126.529999,126.529999,1788400
2021-12-03,127.519997,127.989998,123.790001,124.830002,124.830002,2028900
2021-12-06,126.129997,130.600006,126.040001,128.869995,128.869995,2007500
2021-12-07,129.940002,131.699997,129.009995,131.300003,131.300003,1240800
2021-12-08,132.050003,133.869995,131.589996,131.740005,131.740005,1708900
2021-12-09,132.059998,134.220001,131.699997,133.119995,133.119995,1368800
2021-12-10,133.509995,134.750000,133.199997,133.869995,133.869995,1283300
2021-12-13,133.050003,133.300003,131.070007,132.139999,132.139999,1393700
2021-12-14,131.559998,133.000000,131.500000,131.990005,131.990005,1434500
2021-12-15,132.009995,132.880005,131.160004,132.419998,132.419998,1226000
2021-12-16,132.929993,134.000000,132.729996,133.589996,133.589996,1022400
2021-12-17,133.410004,133.839996,131.830002,131.929993,131.929993,2491600
2021-12-20,130.690002,131.720001,130.119995,131.570007,131.570007,1155400
2021-12-21,132.389999,134.490005,132.190002,133.369995,133.369995,1202400
2021-12-22,133.619995,135.139999,133.500000,134.630005,134.630005,940100
2021-12-23,135.490005,135.830002,134.979996,135.339996,135.339996,958200
2021-12-27,135.179993,138.029999,135.179993,138.009995,138.009995,1095400
2021-12-28,137.759995,138.539993,137.580002,137.979996,137.979996,662000
2021-12-29,137.850006,139.850006,137.809998,138.660004,138.660004,1139300
2021-12-30,138.699997,139.149994,138.199997,138.389999,138.389999,538500
