Date,Open,High,Low,Close,Adj Close,Volume
2020-10-05,37.330002,37.740002,37.139999,37.430000,36.290207,3317300
2020-10-06,37.830002,38.470001,37.220001,37.369999,36.232029,4076900
2020-10-07,37.730000,38.400002,37.590000,37.910000,36.755585,3448400
2020-10-08,38.209999,38.599998,37.930000,38.240002,37.075535,2320000
2020-10-09,38.490002,38.549999,37.939999,38.099998,36.939804,2539600
2020-10-12,38.139999,38.720001,38.060001,38.400002,37.230671,2163800
2020-10-13,38.270000,38.310001,37.090000,37.209999,36.076904,2579300
2020-10-14,37.200001,37.709999,36.959999,36.980000,35.853909,2626000
2020-10-15,36.610001,37.389999,36.400002,37.250000,36.115685,2443800
2020-10-16,37.410000,37.740002,36.990002,37.209999,36.076904,2630900
2020-10-19,37.299999,37.480000,36.430000,36.480000,35.369137,3208400
2020-10-20,36.930000,37.250000,36.709999,36.910000,35.786041,3219300
2020-10-21,36.740002,37.020000,36.560001,36.650002,35.533958,2760300
2020-10-22,36.669998,37.529999,36.310001,37.509998,36.367767,2311900
2020-10-23,37.770000,38.029999,37.450001,37.849998,36.697411,2501500
2020-10-26,37.389999,37.419998,36.340000,36.770000,35.650303,2998300
2020-10-27,36.680000,36.689999,35.349998,35.360001,34.283241,3849200
2020-10-28,35.840000,36.279999,34.009998,34.150002,33.110088,6813500
2020-10-29,34.209999,34.599998,33.590000,34.220001,33.177959,4621200
2020-10-30,33.970001,34.419998,33.369999,33.950001,32.916180,5321300
2020-11-02,34.590000,35.650002,34.220001,35.520000,34.438370,4717900
2020-11-03,36.189999,36.540001,35.990002,36.240002,35.136448,5029000
2020-11-04,35.650002,37.200001,35.279999,36.529999,35.417610,5122500
2020-11-05,36.840000,37.540001,36.599998,37.200001,36.067211,5234000
2020-11-06,37.230000,37.639999,36.650002,36.900002,35.776348,3970300
2020-11-09,40.270000,42.230000,39.169998,41.490002,40.226578,7856300
2020-11-10,41.490002,42.299999,41.139999,41.849998,40.575611,4886900
2020-11-11,41.840000,41.919998,40.660000,40.880001,39.635151,4186300
2020-11-12,40.299999,40.770000,39.740002,40.310001,39.082512,3908300
2020-11-13,40.750000,41.830002,40.500000,41.520000,40.255661,2908100
2020-11-16,42.750000,43.259998,42.240002,43.230000,41.913586,5340800
2020-11-17,42.580002,43.369999,42.230000,43.000000,41.962383,4739500
2020-11-18,43.099998,43.959999,42.849998,42.860001,41.825760,5550900
2020-11-19,42.630001,43.740002,42.520000,43.720001,42.665012,3475500
2020-11-20,43.439999,43.980000,43.320000,43.849998,42.791870,4462100
2020-11-23,44.380001,44.869999,44.180000,44.450001,43.377392,4779700
2020-11-24,45.400002,46.430000,44.750000,46.130001,45.016853,5006300
2020-11-25,45.650002,45.840000,45.040001,45.610001,44.509403,4127900
2020-11-27,45.160000,46.130001,45.160000,45.279999,44.187363,2073600
2020-11-30,44.790001,45.189999,43.910000,43.930000,42.869942,5918300
2020-12-01,44.939999,45.130001,44.400002,44.700001,43.621357,4043100
2020-12-02,44.549999,45.549999,44.290001,45.310001,44.216644,3684400
2020-12-03,45.270000,45.740002,45.130001,45.689999,44.587471,2917800
2020-12-04,45.410000,46.349998,45.299999,46.290001,45.172993,4836300
2020-12-07,46.000000,46.000000,45.040001,45.169998,44.080017,3582200
2020-12-08,44.910000,45.549999,44.599998,45.240002,44.148331,3426600
2020-12-09,45.540001,45.669998,44.959999,45.119999,44.031223,3842800
2020-12-10,44.599998,45.509998,44.560001,45.349998,44.255676,2881200
2020-12-11,44.689999,45.060001,44.520000,44.840000,43.757984,3314600
2020-12-14,45.490002,45.570000,44.189999,44.200001,43.133427,3198200
2020-12-15,44.830002,45.099998,44.189999,44.869999,43.787258,2957500
2020-12-16,44.990002,45.230000,44.520000,44.680000,43.601841,3282400
2020-12-17,44.849998,45.000000,44.470001,44.810001,43.728710,3037300
2020-12-18,44.840000,45.150002,43.520000,43.889999,42.830906,10298600
2020-12-21,43.770000,43.869999,42.730000,43.590000,42.538143,4155700
2020-12-22,43.599998,43.750000,43.000000,43.029999,41.991657,4044500
2020-12-23,43.419998,43.900002,43.139999,43.529999,42.479591,5450700
2020-12-24,43.669998,43.930000,43.380001,43.840000,42.782112,1383500
2020-12-28,44.080002,44.750000,43.910000,43.919998,42.860176,2282700
2020-12-29,44.160000,44.320000,43.700001,43.750000,42.694286,2386700
2020-12-30,43.869999,44.480000,43.830002,44.009998,42.948009,1954500
2020-12-31,44.009998,44.639999,43.900002,44.470001,43.396912,2159000
2021-01-04,44.599998,44.700001,43.029999,43.189999,42.147793,3111200
2021-01-05,43.330002,43.700001,42.959999,43.259998,42.216106,2561700
2021-01-06,43.910000,45.200001,43.540001,44.930000,43.845810,3842900
2021-01-07,45.180000,45.259998,44.450001,44.680000,43.601841,4217400
2021-01-08,44.919998,44.990002,43.720001,44.490002,43.416428,2915700
2021-01-11,44.220001,44.820000,44.000000,44.509998,43.435940,2479000
2021-01-12,46.209999,46.540001,45.259998,46.180000,45.065643,5828100
2021-01-13,45.930000,46.560001,45.630001,46.090000,44.977818,4059800
2021-01-14,46.349998,47.000000,46.189999,46.869999,45.738998,2868300
2021-01-15,46.529999,46.820000,46.009998,46.480000,45.358406,4218800
2021-01-19,46.799999,47.330002,46.619999,47.049999,45.914650,2665200
2021-01-20,46.970001,47.209999,46.709999,47.060001,45.924412,2368300
2021-01-21,46.919998,47.119999,46.310001,46.320000,45.202267,2926500
2021-01-22,45.860001,46.610001,45.770000,46.430000,45.309616,3773800
2021-01-25,45.950001,46.610001,45.720001,46.570000,45.446236,5031400
2021-01-26,46.740002,46.990002,46.400002,46.430000,45.309616,3956600
2021-01-27,45.770000,46.070000,44.759998,45.150002,44.060501,4463200
2021-01-28,45.619999,46.509998,45.299999,46.119999,45.007092,4272600
2021-01-29,45.900002,45.959999,44.770000,45.180000,44.089775,5236800
2021-02-01,45.389999,45.900002,44.860001,45.610001,44.509403,3161700
2021-02-02,46.259998,46.680000,46.040001,46.310001,45.192509,3120300
2021-02-03,46.000000,46.130001,45.529999,45.889999,44.782642,3327700
2021-02-04,46.060001,46.639999,45.529999,45.750000,44.646019,4893100
2021-02-05,45.869999,45.889999,44.930000,45.450001,44.353260,4651400
2021-02-08,45.709999,46.480000,45.560001,46.279999,45.163235,4668700
2021-02-09,46.290001,46.580002,45.900002,46.250000,45.133957,3708300
2021-02-10,46.450001,46.860001,46.099998,46.689999,45.563335,4039900
2021-02-11,46.810001,47.080002,46.459999,46.889999,45.758511,2767800
2021-02-12,46.680000,47.360001,46.459999,46.919998,45.787788,2322700
2021-02-16,46.549999,47.049999,46.349998,46.349998,45.551922,3853000
2021-02-17,46.250000,47.139999,46.130001,47.040001,46.230042,3541500
2021-02-18,46.770000,47.680000,46.750000,47.290001,46.475735,4195100
2021-02-19,47.610001,48.520000,47.529999,48.080002,47.252132,4752900
2021-02-22,47.959999,49.700001,47.959999,49.209999,48.362675,4837300
2021-02-23,49.759998,49.930000,48.759998,49.259998,48.411816,3594400
2021-02-24,49.340000,49.990002,49.259998,49.849998,48.991657,4483700
2021-02-25,50.000000,50.150002,48.639999,48.650002,47.812321,5113200
2021-02-26,48.490002,48.939999,47.790001,47.889999,47.065403,6661800
2021-03-01,48.669998,49.189999,48.500000,48.720001,47.881119,3527400
2021-03-02,48.750000,49.189999,48.630001,48.639999,47.802490,3894600
2021-03-03,48.700001,49.439999,48.639999,48.939999,48.097321,3185300
2021-03-04,49.049999,49.139999,47.700001,48.400002,47.566624,4515700
2021-03-05,48.980000,50.099998,48.619999,49.950001,49.089935,4230400
2021-03-08,50.160000,51.820000,50.130001,50.779999,49.905640,4898800
2021-03-09,50.419998,51.189999,49.840000,50.200001,49.335629,3333700
2021-03-10,50.209999,51.000000,50.119999,50.810001,49.935131,3172400
2021-03-11,50.340000,51.250000,50.200001,51.009998,50.131683,3046600
2021-03-12,51.549999,51.930000,51.150002,51.840000,50.947388,5478300
2021-03-15,51.840000,52.230000,51.349998,52.139999,51.242226,2790100
2021-03-16,51.700001,51.820000,50.720001,51.099998,50.220127,3025800
2021-03-17,51.439999,51.759998,51.020000,51.669998,50.780315,3373600
2021-03-18,52.080002,52.779999,51.590000,51.770000,50.878593,4201500
2021-03-19,51.349998,51.439999,50.700001,51.160000,50.279099,11172400
2021-03-22,50.799999,50.990002,50.410000,50.549999,49.679604,3829100
2021-03-23,50.209999,50.459999,49.340000,49.500000,48.647686,3661600
2021-03-24,49.820000,50.680000,49.730000,49.900002,49.040794,3512100
2021-03-25,50.040001,51.200001,49.610001,51.139999,50.259441,2682000
2021-03-26,51.349998,51.610001,50.930000,51.560001,50.672215,2726900
2021-03-29,50.840000,51.709999,50.799999,51.340000,50.456005,2386800
2021-03-30,51.580002,52.090000,51.299999,51.830002,50.937565,2687200
2021-03-31,51.529999,51.810001,51.000000,51.180000,50.298756,3652100
2021-04-01,50.959999,51.480000,50.880001,51.419998,50.534622,2180800
2021-04-05,51.790001,52.020000,51.259998,51.450001,50.564106,2619800
2021-04-06,51.490002,51.880001,51.310001,51.610001,50.721352,1975500
2021-04-07,51.639999,51.939999,51.419998,51.720001,50.829460,1893100
2021-04-08,51.330002,51.619999,51.150002,51.490002,50.603420,2787900
2021-04-09,51.900002,52.049999,51.349998,51.639999,50.750835,3644800
2021-04-12,52.009998,52.570000,51.750000,52.439999,51.537060,2731200
2021-04-13,52.070000,52.529999,51.919998,52.290001,51.389641,3074600
2021-04-14,52.220001,52.900002,52.139999,52.869999,51.959656,2255700
2021-04-15,52.889999,52.930000,52.500000,52.830002,51.920349,2164500
2021-04-16,53.279999,53.590000,53.139999,53.450001,52.529671,2763400
2021-04-19,53.490002,53.709999,53.290001,53.560001,52.637775,3330100
2021-04-20,53.349998,53.389999,52.230000,52.590000,51.684475,2512600
2021-04-21,52.730000,53.560001,52.599998,53.500000,52.578812,3037700
2021-04-22,53.139999,53.360001,52.840000,52.939999,52.028446,3874600
2021-04-23,53.040001,53.570000,52.799999,53.369999,52.451046,2803400
2021-04-26,53.500000,54.060001,53.270000,53.369999,52.451046,3473500
2021-04-27,53.400002,53.570000,53.180000,53.529999,52.608292,2466700
2021-04-28,53.860001,54.000000,53.500000,53.520000,52.598465,2247400
2021-04-29,54.110001,54.869999,53.500000,54.220001,53.286411,3253400
2021-04-30,54.200001,54.230000,53.419998,53.730000,52.804848,4143000
2021-05-03,54.290001,54.919998,53.840000,54.520000,53.581245,3071000
2021-05-04,54.439999,54.970001,54.020000,54.889999,53.944874,2948400
2021-05-05,54.939999,55.430000,54.360001,55.380001,54.426441,3682200
2021-05-06,55.730000,56.200001,55.189999,56.180000,55.212666,3791500
2021-05-07,55.439999,56.169998,55.299999,56.110001,55.143871,2597200
2021-05-10,56.369999,57.349998,56.029999,56.529999,55.556633,3480900
2021-05-11,56.230000,56.340000,55.080002,55.220001,54.269196,3021000
2021-05-12,55.529999,55.669998,54.400002,54.450001,53.512447,3251700
2021-05-13,54.189999,55.790001,54.110001,55.500000,54.544373,2979600
2021-05-14,55.770000,56.570000,55.470001,56.459999,55.487839,2273900
2021-05-17,56.259998,56.570000,55.939999,56.419998,55.448528,2444000
2021-05-18,55.919998,56.599998,55.840000,55.910000,55.270588,2799000
2021-05-19,55.459999,56.049999,54.930000,55.759998,55.122303,3415600
2021-05-20,55.750000,55.930000,55.220001,55.650002,55.013565,2690900
2021-05-21,55.849998,56.439999,55.470001,55.990002,55.349674,3058400
2021-05-24,56.209999,56.529999,55.900002,56.369999,55.725327,2884100
2021-05-25,56.419998,56.680000,55.660000,55.759998,55.122303,3361900
2021-05-26,56.000000,56.320000,55.599998,56.250000,55.606705,3077300
2021-05-27,56.759998,57.070000,56.150002,56.820000,56.170181,6550200
2021-05-28,57.009998,57.139999,56.110001,56.680000,56.031784,3447300
2021-06-01,57.150002,57.529999,56.680000,57.209999,56.555721,2645200
2021-06-02,57.410000,57.540001,56.860001,57.150002,56.496410,2722500
2021-06-03,56.919998,57.439999,56.709999,57.250000,56.595264,2180100
2021-06-04,57.279999,57.520000,56.939999,57.480000,56.822632,1734900
2021-06-07,57.450001,57.570000,57.040001,57.389999,56.733665,3181200
2021-06-08,57.080002,57.380001,56.450001,57.290001,56.634808,3900700
2021-06-09,57.029999,57.189999,56.580002,56.590000,55.942814,1940900
2021-06-10,57.160000,57.279999,56.139999,56.200001,55.557274,1779800
2021-06-11,56.330002,56.470001,56.070000,56.250000,55.606705,1881500
2021-06-14,56.040001,56.250000,55.119999,55.430000,54.796082,2770400
2021-06-15,55.439999,55.770000,55.160000,55.400002,54.766426,3019600
2021-06-16,55.250000,55.430000,54.639999,55.099998,54.469852,2995800
2021-06-17,55.209999,55.330002,53.119999,53.459999,52.848610,4110400
2021-06-18,52.639999,52.910000,52.020000,52.080002,51.484394,6477200
2021-06-21,52.439999,53.090000,52.230000,53.070000,52.463070,2700600
2021-06-22,52.950001,53.070000,52.290001,52.830002,52.225819,3310100
2021-06-23,52.950001,53.009998,52.680000,52.689999,52.087414,2711500
2021-06-24,52.869999,53.389999,52.630001,53.160000,52.552040,4183600
2021-06-25,53.439999,54.430000,53.240002,54.220001,53.599918,10797300
2021-06-28,54.070000,54.099998,53.259998,53.369999,52.759636,3536400
2021-06-29,53.580002,53.889999,53.330002,53.549999,52.937580,2765400
2021-06-30,53.349998,53.709999,53.130001,53.660000,53.046318,3213500
2021-07-01,54.029999,54.299999,53.610001,54.000000,53.382435,3563500
2021-07-02,53.959999,54.209999,53.700001,54.150002,53.530720,2835900
2021-07-06,54.000000,54.009998,53.029999,53.270000,52.660786,3857300
2021-07-07,52.910000,53.799999,52.840000,53.759998,53.145176,3095200
2021-07-08,52.779999,53.040001,52.049999,52.330002,51.731533,3404300
2021-07-09,53.160000,53.570000,52.919998,53.349998,52.739864,4840100
2021-07-12,53.299999,53.939999,52.750000,53.669998,53.056206,5018600
2021-07-13,53.619999,53.950001,52.820000,53.090000,52.482841,3557700
2021-07-14,53.049999,53.669998,52.750000,53.279999,52.670666,2663100
2021-07-15,52.900002,53.750000,52.779999,53.590000,52.977123,2996200
