Date,Open,High,Low,Close,Adj Close,Volume
2020-05-20,113.000000,113.769997,112.129997,113.279999,108.614952,6593800
2020-05-21,112.800003,113.199997,111.430000,111.620003,107.023315,6552700
2020-05-22,112.290001,113.599998,111.760002,112.599998,107.962959,5571900
2020-05-26,114.150002,114.150002,111.680000,112.029999,107.416435,10432400
2020-05-27,112.500000,113.970001,111.820000,113.889999,109.199829,8279700
2020-05-28,115.529999,116.989998,114.900002,116.059998,111.280479,6586700
2020-05-29,116.129997,116.720001,114.620003,115.919998,111.146225,7868000
2020-06-01,116.000000,117.500000,115.260002,117.250000,112.421463,5105600
2020-06-02,117.070000,118.139999,116.820000,118.059998,113.198097,6327900
2020-06-03,118.099998,119.190002,117.949997,118.529999,113.648750,6171000
2020-06-04,118.000000,118.830002,115.570000,116.050003,111.270889,6895800
2020-06-05,116.250000,118.830002,116.050003,118.330002,113.456993,7337800
2020-06-08,117.440002,119.120003,116.839996,119.050003,114.147339,6926700
2020-06-09,119.400002,119.760002,118.150002,118.339996,113.466576,5563200
2020-06-10,119.000000,119.889999,118.110001,119.230003,114.319923,6678200
2020-06-11,118.809998,119.570000,116.000000,116.260002,111.472229,8937500
2020-06-12,116.589996,118.050003,115.260002,115.620003,110.858589,7998500
2020-06-15,114.550003,117.279999,113.760002,116.690002,111.884529,8786000
2020-06-16,118.529999,118.970001,116.930000,118.129997,113.265213,8165200
2020-06-17,118.389999,119.110001,117.440002,117.930000,113.073456,6320800
2020-06-18,117.459999,119.959999,117.370003,119.279999,114.367859,6274400
2020-06-19,120.489998,121.820000,118.830002,118.919998,114.022682,17506200
2020-06-22,118.779999,119.080002,117.339996,117.750000,112.900871,5695600
2020-06-23,118.669998,119.190002,117.650002,117.730003,112.881706,5340400
2020-06-24,117.220001,117.959999,116.279999,116.419998,111.625641,6547800
2020-06-25,116.989998,118.029999,116.029999,117.889999,113.035095,5489300
2020-06-26,117.589996,118.470001,115.040001,115.230003,110.484642,23201700
2020-06-29,116.510002,118.050003,116.349998,117.660004,112.814575,6866900
2020-06-30,117.970001,119.989998,117.800003,119.570000,114.645920,7818000
2020-07-01,119.650002,120.389999,118.900002,119.980003,115.039040,6501200
2020-07-02,121.000000,122.570000,120.529999,120.879997,115.901962,6150900
2020-07-06,121.769997,122.410004,120.879997,121.629997,116.621078,6023300
2020-07-07,121.300003,123.250000,120.889999,122.220001,117.186783,6866300
2020-07-08,122.150002,123.239998,122.000000,122.889999,117.829185,6494100
2020-07-09,122.820000,123.980003,121.809998,122.480003,117.436089,5341000
2020-07-10,122.570000,124.500000,122.470001,123.889999,118.788017,6752600
2020-07-13,124.000000,125.589996,123.339996,124.050003,118.941429,7681500
2020-07-14,123.989998,125.660004,123.500000,125.089996,119.938599,6272100
2020-07-15,125.980003,126.900002,124.260002,124.500000,119.372894,8145000
2020-07-16,125.080002,125.519997,123.910004,124.760002,119.622200,3959300
2020-07-17,125.089996,126.070000,124.830002,125.629997,120.456345,4868600
2020-07-20,125.470001,125.839996,124.790001,125.239998,120.082420,4242100
2020-07-21,125.489998,126.639999,124.919998,125.070000,119.919418,5162300
2020-07-22,125.500000,126.400002,124.209999,126.139999,120.945351,5929200
2020-07-23,126.120003,127.180000,125.599998,126.160004,121.727859,6664800
2020-07-24,126.989998,127.769997,125.320000,125.959999,121.534889,6014200
2020-07-27,125.709999,126.639999,125.540001,126.320000,121.882240,6464600
2020-07-28,126.370003,128.460007,126.290001,127.879997,123.387436,7644400
2020-07-29,127.559998,129.240005,127.360001,128.309998,123.802330,6702000
2020-07-30,130.660004,132.029999,129.649994,131.419998,126.803070,10400700
2020-07-31,130.660004,131.210007,129.270004,131.119995,126.513611,8487000
2020-08-03,130.470001,131.919998,130.470001,131.289993,126.677628,7769400
2020-08-04,130.770004,133.929993,130.699997,133.789993,129.089813,7773700
2020-08-05,133.589996,134.649994,133.119995,133.440002,128.752121,5680000
2020-08-06,132.850006,133.369995,132.119995,132.710007,128.047760,3974100
2020-08-07,132.889999,133.639999,132.449997,133.550003,128.858246,4934900
2020-08-10,133.699997,134.440002,133.190002,134.100006,129.388916,5812700
2020-08-11,134.270004,134.740005,132.789993,133.229996,128.549484,5329900
2020-08-12,133.770004,135.970001,133.699997,135.460007,130.701157,5920400
2020-08-13,135.080002,135.869995,134.929993,135.779999,131.009918,4989500
2020-08-14,135.610001,135.639999,134.550003,135.100006,130.353790,5845200
2020-08-17,134.940002,135.699997,134.660004,135.500000,130.739731,5603800
2020-08-18,135.809998,137.520004,135.419998,136.509995,131.714233,8670700
2020-08-19,135.539993,136.320007,135.500000,135.770004,131.000259,6827700
2020-08-20,135.240005,136.979996,135.190002,136.850006,132.042313,4352200
2020-08-21,136.600006,138.100006,135.910004,137.440002,132.611588,5706600
2020-08-24,137.490005,138.779999,137.199997,138.509995,133.644012,7420500
2020-08-25,139.000000,139.149994,137.800003,139.059998,134.174683,4718300
2020-08-26,138.570007,139.320007,138.250000,138.389999,133.528229,4746200
2020-08-27,138.839996,139.690002,138.179993,138.210007,133.354553,6156100
2020-08-28,138.320007,138.910004,136.949997,138.770004,133.894867,4166300
2020-08-31,138.190002,138.729996,137.820007,138.330002,133.470322,5596800
2020-09-01,137.860001,138.220001,137.070007,138.179993,133.325592,5671800
2020-09-02,138.110001,141.440002,137.610001,140.509995,135.573715,8384800
2020-09-03,140.740005,141.699997,137.089996,138.259995,133.402786,7277900
2020-09-04,137.809998,139.190002,136.119995,137.960007,133.113312,7437700
2020-09-08,138.520004,138.639999,135.039993,135.940002,131.164276,6847500
2020-09-09,136.419998,139.559998,136.270004,138.149994,133.296631,6002900
2020-09-10,138.119995,138.720001,136.509995,136.699997,131.897598,5242500
2020-09-11,137.690002,138.660004,137.160004,138.139999,133.286972,4398000
2020-09-14,138.440002,139.580002,138.330002,138.630005,133.759796,4767400
2020-09-15,138.789993,139.770004,138.389999,138.630005,133.759796,4046500
2020-09-16,139.570007,140.169998,137.600006,137.699997,132.862442,6049900
2020-09-17,137.059998,137.880005,136.190002,137.520004,132.688766,4648500
2020-09-18,136.910004,137.929993,136.259995,137.369995,132.544037,10192800
2020-09-21,137.000000,137.470001,134.699997,136.710007,131.907242,7092600
2020-09-22,136.490005,139.029999,136.240005,137.960007,133.113312,4722800
2020-09-23,138.419998,138.419998,136.089996,136.309998,131.521286,6373700
2020-09-24,136.669998,137.149994,135.710007,136.919998,132.109833,5708200
2020-09-25,135.889999,137.990005,135.889999,137.619995,132.785263,4969900
2020-09-28,138.559998,139.940002,137.779999,138.009995,133.161545,5810800
2020-09-29,138.389999,138.419998,136.660004,137.259995,132.437897,4492100
2020-09-30,138.160004,139.850006,137.809998,138.990005,134.107117,8727800
2020-10-01,139.580002,139.990005,138.210007,139.240005,134.348358,5713400
2020-10-02,137.929993,139.119995,136.949997,138.119995,133.267685,6077900
2020-10-05,138.720001,139.649994,138.300003,139.389999,134.493088,6333900
2020-10-06,139.419998,140.770004,138.809998,139.610001,134.705338,6042900
2020-10-07,140.080002,141.389999,139.369995,140.699997,135.757065,4640900
2020-10-08,140.559998,141.929993,140.360001,141.649994,136.673691,4569800
2020-10-09,141.839996,143.639999,141.699997,142.919998,137.899078,6551700
2020-10-12,143.330002,145.330002,143.330002,144.490005,139.413910,5791500
2020-10-13,143.820007,144.839996,143.460007,144.210007,139.143753,4509400
2020-10-14,144.179993,145.100006,143.080002,144.039993,138.979721,3860700
2020-10-15,143.059998,144.389999,142.889999,143.830002,138.777115,4997100
2020-10-16,144.419998,145.869995,143.919998,144.389999,139.317413,6806100
2020-10-19,144.470001,145.389999,141.130005,141.910004,136.924561,6427600
2020-10-20,145.610001,145.690002,141.899994,142.479996,137.474518,7582100
2020-10-21,142.490005,144.339996,142.470001,143.250000,138.217484,5649700
2020-10-22,141.490005,142.750000,141.080002,141.449997,137.238510,4502900
2020-10-23,141.759995,142.880005,141.759995,142.380005,138.140839,4278100
2020-10-26,141.500000,142.050003,140.009995,141.300003,137.092987,5315500
2020-10-27,141.940002,143.339996,141.649994,142.360001,138.121429,6806700
2020-10-28,140.449997,140.940002,137.309998,137.660004,133.561371,8192200
2020-10-29,137.350006,139.089996,135.800003,137.570007,133.474060,5476900
2020-10-30,137.179993,137.990005,134.679993,137.100006,133.018036,6422000
2020-11-02,138.509995,140.000000,137.440002,138.500000,134.376343,6682800
2020-11-03,139.320007,142.660004,139.320007,141.220001,137.015366,6244200
2020-11-04,140.460007,143.000000,140.270004,140.639999,136.452637,5820600
2020-11-05,142.440002,143.529999,141.779999,142.380005,138.140839,5673100
2020-11-06,142.669998,144.070007,142.380005,143.229996,138.965530,4702300
2020-11-09,146.149994,146.919998,137.600006,137.990005,133.881561,12664700
2020-11-10,138.100006,140.619995,137.149994,140.259995,136.083954,7854000
2020-11-11,141.850006,143.000000,140.649994,142.070007,137.840073,5554300
2020-11-12,142.289993,142.550003,141.070007,142.149994,137.917664,5631700
2020-11-13,142.210007,144.479996,141.880005,144.279999,139.984253,6466800
2020-11-16,144.779999,144.779999,141.259995,142.429993,138.189331,7976600
2020-11-17,141.889999,143.470001,141.750000,141.880005,137.655731,6396800
2020-11-18,141.990005,142.100006,139.660004,139.699997,135.540619,6097100
2020-11-19,139.869995,140.119995,138.449997,139.529999,135.375702,5284100
2020-11-20,139.529999,140.350006,138.630005,139.300003,135.152557,4726900
2020-11-23,139.320007,139.949997,137.860001,138.759995,134.628601,4770600
2020-11-24,138.830002,139.839996,138.070007,138.309998,134.192017,7101800
2020-11-25,138.160004,139.389999,138.039993,138.679993,134.550995,8411300
2020-11-27,138.589996,138.889999,137.529999,138.610001,134.483093,4252200
2020-11-30,138.000000,139.199997,136.740005,138.869995,134.735336,11640400
2020-12-01,139.160004,139.539993,138.160004,139.369995,135.220444,7169700
2020-12-02,139.369995,139.940002,137.490005,138.360001,134.240509,6963000
2020-12-03,138.089996,138.350006,135.539993,137.339996,133.250885,8742500
2020-12-04,137.210007,137.860001,135.869995,137.470001,133.377014,6617200
2020-12-07,136.610001,137.740005,136.559998,137.679993,133.580750,6918000
2020-12-08,137.020004,138.779999,136.429993,138.050003,133.939758,6493500
2020-12-09,137.830002,138.039993,136.250000,136.410004,132.348572,6773400
2020-12-10,136.520004,136.919998,135.039993,135.509995,131.475372,6800500
2020-12-11,134.460007,136.800003,134.199997,136.509995,132.445602,6548000
2020-12-14,137.020004,137.929993,135.770004,135.850006,131.805252,6485300
2020-12-15,136.389999,137.539993,136.240005,136.649994,132.581436,5397000
2020-12-16,136.710007,138.270004,136.710007,137.270004,133.182983,5382500
2020-12-17,138.009995,139.119995,137.949997,138.250000,134.133774,7405300
2020-12-18,138.259995,140.070007,137.449997,139.039993,134.900253,19988800
2020-12-21,137.960007,138.429993,136.220001,137.520004,133.425522,6732400
2020-12-22,137.289993,138.070007,136.380005,136.550003,132.484406,5023100
2020-12-23,137.389999,137.550003,136.130005,136.339996,132.280655,6004200
2020-12-24,136.199997,138.130005,136.199997,137.720001,133.619583,2588200
2020-12-28,138.149994,139.389999,137.949997,138.679993,134.550995,3714700
2020-12-29,139.220001,139.940002,138.199997,138.419998,134.298752,5139300
2020-12-30,138.600006,138.919998,137.550003,137.770004,133.668106,3261400
2020-12-31,138.309998,139.289993,137.389999,139.139999,134.997299,4076400
2021-01-04,139.660004,139.860001,136.350006,137.820007,133.716599,8330900
2021-01-05,137.990005,138.919998,136.270004,138.699997,134.570404,6856400
2021-01-06,138.770004,141.039993,138.600006,140.160004,135.986938,10578000
2021-01-07,139.750000,140.130005,138.039993,138.850006,134.715942,7355400
2021-01-08,138.470001,139.059998,137.000000,138.789993,134.657700,7448500
2021-01-11,138.750000,139.440002,137.600006,137.850006,133.745728,7239900
2021-01-12,137.850006,138.250000,136.240005,137.050003,132.969528,6333500
2021-01-13,137.100006,138.070007,137.100006,137.259995,133.173248,6078800
2021-01-14,137.429993,137.649994,135.279999,135.800003,131.756729,6172800
2021-01-15,135.250000,136.199997,134.660004,134.779999,130.767120,7757600
2021-01-19,135.699997,136.360001,133.559998,133.600006,129.622253,9184900
2021-01-20,132.529999,133.800003,131.259995,131.929993,128.001953,12506600
2021-01-21,130.649994,131.990005,130.509995,131.009995,127.876045,8761600
2021-01-22,131.020004,131.470001,129.990005,130.000000,126.890221,7202800
2021-01-25,129.949997,133.000000,129.899994,132.240005,129.076630,9640000
2021-01-26,132.250000,133.470001,131.429993,133.089996,129.906281,5996700
2021-01-27,132.389999,133.100006,127.699997,128.380005,125.308975,10826700
2021-01-28,127.839996,131.649994,127.440002,130.360001,127.241600,8242000
2021-01-29,130.190002,130.289993,128.070007,128.210007,125.143044,8344100
2021-02-01,129.000000,129.660004,128.199997,128.970001,125.884857,6534200
2021-02-02,129.600006,130.720001,128.690002,128.789993,125.709160,6825600
2021-02-03,128.949997,129.199997,127.750000,128.949997,125.865334,7309400
2021-02-04,129.380005,129.460007,128.580002,129.029999,125.943413,6613700
2021-02-05,129.119995,130.100006,129.029999,129.570007,126.470512,5063700
2021-02-08,129.929993,130.100006,128.110001,129.169998,126.080070,7011200
2021-02-09,129.460007,129.940002,128.229996,128.669998,125.592026,5917800
2021-02-10,128.750000,129.160004,127.959999,128.220001,125.152802,8594100
2021-02-11,128.539993,129.330002,128.210007,128.330002,125.260170,6139200
2021-02-12,128.000000,128.130005,126.580002,127.620003,124.567146,8407300
2021-02-16,127.970001,128.169998,126.989998,127.919998,124.859970,8246000
2021-02-17,127.190002,129.490005,127.110001,128.460007,125.387062,8845200
2021-02-18,127.809998,129.850006,127.589996,129.529999,126.431458,6936400
2021-02-19,129.350006,129.440002,127.019997,127.120003,124.079109,8277900
2021-02-22,126.790001,127.239998,126.379997,126.580002,123.552025,6975500
2021-02-23,127.779999,129.929993,127.190002,127.519997,124.469536,10145300
2021-02-24,127.349998,128.240005,126.910004,127.660004,124.606194,7263000
2021-02-25,127.489998,128.990005,126.290001,126.580002,123.552025,7790800
2021-02-26,126.540001,126.930000,121.820000,123.529999,120.574982,17718800
2021-03-01,124.160004,125.489998,124.000000,124.290001,121.316803,7740200
2021-03-02,123.870003,124.860001,123.430000,123.900002,120.936142,10206500
2021-03-03,123.769997,124.199997,122.790001,123.160004,120.213844,7537000
2021-03-04,123.099998,124.769997,121.540001,122.150002,119.228004,10228100
2021-03-05,122.760002,126.330002,122.550003,125.980003,122.966385,10490900
2021-03-08,125.760002,128.899994,125.320000,127.309998,124.264557,9224700
2021-03-09,127.650002,128.919998,126.059998,126.180000,123.161598,8859700
2021-03-10,126.150002,128.419998,125.470001,127.339996,124.293846,9070900
2021-03-11,127.129997,127.849998,126.720001,126.910004,123.874138,6941500
2021-03-12,127.650002,128.820007,127.650002,128.139999,125.074707,6521900
2021-03-15,128.389999,129.039993,127.190002,128.559998,125.484665,7172600
2021-03-16,128.509995,129.979996,128.509995,128.940002,125.855576,6485200
2021-03-17,129.110001,129.839996,128.350006,128.419998,125.348007,6192900
2021-03-18,128.210007,129.039993,127.040001,128.699997,125.621315,6871300
2021-03-19,129.100006,129.740005,127.900002,128.009995,124.947815,20262100
2021-03-22,128.009995,130.889999,128.009995,130.179993,127.065910,8077600
2021-03-23,130.410004,133.289993,129.990005,132.600006,129.428024,9503800
2021-03-24,130.940002,133.139999,130.619995,132.559998,129.388962,8318000
2021-03-25,133.089996,133.619995,132.050003,133.479996,130.286972,7517300
2021-03-26,133.220001,135.610001,132.479996,135.449997,132.209824,10821200
2021-03-29,135.000000,137.600006,135.000000,137.570007,134.279144,11176000
2021-03-30,136.610001,137.000000,135.139999,135.449997,132.209824,8090600
2021-03-31,135.679993,136.750000,135.259995,135.429993,132.190323,9202600
2021-04-01,135.050003,135.479996,133.330002,134.279999,131.067841,9117800
2021-04-05,134.960007,137.250000,134.729996,136.449997,133.185928,8279100
2021-04-06,136.000000,137.020004,135.639999,136.500000,133.234711,6180600
2021-04-07,137.119995,137.330002,136.250000,136.740005,133.468994,10244500
2021-04-08,136.899994,137.630005,136.589996,137.259995,133.976547,6190300
2021-04-09,136.509995,137.270004,135.559998,136.369995,133.107834,5855400
2021-04-12,136.500000,137.039993,135.710007,136.919998,133.644653,6440900
2021-04-13,136.020004,136.389999,134.839996,135.110001,131.877991,9161200
2021-04-14,135.520004,135.789993,134.580002,135.600006,132.356262,7584000
2021-04-15,135.970001,137.759995,135.869995,137.240005,133.957031,7945300
2021-04-16,137.610001,137.899994,136.880005,137.250000,133.966782,7708500
2021-04-19,136.940002,137.080002,135.389999,136.610001,133.342087,9149400
2021-04-20,134.839996,138.589996,133.529999,137.750000,134.454819,10040500
2021-04-21,137.889999,138.570007,136.600006,136.850006,133.576355,8465900
2021-04-22,135.369995,135.789993,134.059998,134.630005,132.250214,7338300
2021-04-23,134.929993,135.080002,133.250000,133.940002,131.572418,6708300
2021-04-26,133.490005,133.759995,131.169998,131.259995,128.939774,9910600
2021-04-27,131.240005,131.889999,130.289993,131.179993,128.861191,8296800
2021-04-28,131.710007,131.850006,130.880005,131.399994,129.077301,6262800
2021-04-29,131.309998,132.990005,131.309998,132.509995,130.167694,6786800
2021-04-30,132.750000,133.669998,132.259995,133.419998,131.061600,9188600
2021-05-03,134.029999,135.679993,134.029999,135.000000,132.613678,8070300
2021-05-04,134.979996,135.830002,134.210007,134.539993,132.161789,9624000
2021-05-05,134.369995,134.970001,133.369995,133.460007,131.100906,8295900
2021-05-06,134.009995,135.369995,133.919998,135.139999,132.751205,9771100
2021-05-07,135.080002,136.029999,134.759995,135.149994,132.761017,6299100
2021-05-10,135.889999,138.419998,135.690002,137.669998,135.236465,8852700
2021-05-11,138.490005,138.789993,136.470001,136.990005,134.568497,10973700
2021-05-12,136.490005,137.000000,135.490005,135.539993,133.144119,8853700
2021-05-13,135.889999,138.529999,135.389999,137.720001,135.285599,8753600
2021-05-14,137.669998,139.100006,137.669998,138.009995,135.570465,5989500
2021-05-17,137.970001,139.070007,137.610001,137.729996,135.295410,7690700
2021-05-18,136.460007,137.830002,136.149994,136.320007,133.910339,9239100
2021-05-19,136.059998,136.830002,135.589996,136.600006,134.185394,9806800
2021-05-20,136.789993,138.710007,136.720001,138.000000,135.560638,8768200
2021-05-21,138.199997,138.940002,137.779999,138.000000,135.560638,10161000
2021-05-24,138.000000,138.800003,137.729996,137.960007,135.521347,6981300
2021-05-25,138.050003,138.479996,136.750000,138.429993,135.983047,8142400
2021-05-26,138.789993,138.860001,137.869995,138.119995,135.678528,8122900
2021-05-27,138.119995,138.279999,134.660004,134.979996,132.594025,33095700
2021-05-28,135.149994,136.130005,134.639999,134.850006,132.466324,10477100
2021-06-01,135.789993,136.000000,132.479996,132.880005,130.531143,9993900
2021-06-02,133.000000,133.630005,132.520004,133.460007,131.100906,8254100
2021-06-03,133.229996,135.910004,133.199997,135.850006,133.448669,11249800
2021-06-04,135.699997,136.619995,135.399994,135.949997,133.546890,6894400
2021-06-07,136.360001,136.839996,135.679993,136.419998,134.008575,8418000
2021-06-08,136.679993,136.750000,134.750000,134.839996,132.456497,6911500
2021-06-09,135.550003,136.440002,134.740005,134.789993,132.407379,6200700
2021-06-10,135.020004,136.350006,134.619995,135.789993,133.389709,6515500
2021-06-11,135.750000,135.869995,133.899994,134.860001,132.476151,10641400
2021-06-14,134.979996,135.029999,133.960007,134.910004,132.525269,6302000
2021-06-15,135.199997,135.639999,134.550003,134.649994,132.269852,5543400
2021-06-16,135.179993,135.580002,132.649994,132.779999,130.432922,8936400
2021-06-17,132.820007,134.160004,132.649994,133.990005,131.621521,7875600
2021-06-18,133.339996,133.350006,131.940002,132.029999,129.696167,13997600
2021-06-21,132.690002,133.259995,132.399994,133.070007,130.717789,8014800
2021-06-22,133.039993,134.020004,132.880005,133.119995,130.766907,6550900
2021-06-23,132.949997,133.360001,132.320007,132.929993,130.580261,5796000
2021-06-24,132.949997,133.309998,132.699997,133.020004,130.668671,6056700
2021-06-25,133.259995,135.539993,132.949997,134.919998,132.535095,24504900
2021-06-28,134.899994,136.160004,134.759995,135.320007,132.928024,6065400
2021-06-29,135.509995,135.830002,133.820007,134.399994,132.024292,5792300
2021-06-30,134.580002,135.289993,134.289993,134.929993,132.544907,5776600
2021-07-01,135.429993,136.139999,134.919998,135.240005,132.849426,5922300
2021-07-02,135.600006,136.639999,135.419998,135.899994,133.497757,5572000
2021-07-06,135.520004,136.300003,135.360001,135.979996,133.576355,6534400
2021-07-07,136.029999,137.589996,136.029999,137.000000,134.578323,5532700
2021-07-08,136.990005,137.399994,135.889999,136.979996,134.558670,7585200
2021-07-09,137.240005,137.649994,136.839996,137.029999,134.607788,5948700
2021-07-12,136.899994,137.470001,136.429993,137.139999,134.715836,6807300
2021-07-13,136.389999,137.570007,136.389999,136.970001,134.548843,5603800
2021-07-14,137.009995,138.229996,136.369995,137.979996,135.540985,5903600
2021-07-15,138.009995,139.259995,137.699997,139.160004,136.700150,7357100
